GCA_000008085-CALJACFG_02730	P62814|3.A.2.2.6	43.655	394	198	8	31	400	86	479	1.79e-103	315
GCA_000008085-CALJACFG_02730	P21281|3.A.2.2.4	43.687	396	196	9	31	402	86	478	3.53e-103	314
GCA_000008085-CALJACFG_02730	Q3SEA2|3.A.2.2.8	41.121	428	225	8	1	405	48	471	2.73e-99	304
GCA_000008085-CALJACFG_02730	O83442|3.A.2.3.3	35.734	361	208	10	58	411	71	414	1.34e-57	194
GCA_000008085-CALJACFG_02730	P40290|3.A.6.1.1	27.930	401	267	8	13	404	50	437	1.30e-42	154
GCA_000008085-CALJACFG_02730	P50002|3.A.2.1.5	29.240	342	224	7	58	388	75	409	4.49e-35	134
GCA_000008085-CALJACFG_02730	Q467E9|3.A.2.1.12	29.240	342	225	7	58	389	83	417	1.06e-33	130
GCA_000008085-CALJACFG_02730	O84676|3.A.6.3.1	29.630	351	234	7	63	405	96	441	1.55e-33	129
GCA_000008085-CALJACFG_02730	I7LZV1|3.A.2.1.4	30.058	346	213	7	63	389	103	438	7.19e-33	128
GCA_000008085-CALJACFG_02730	Q9GPE9|3.A.2.1.13	29.118	340	231	6	58	388	106	444	1.66e-32	127
GCA_000008085-CALJACFG_02730	BAK19931|3.A.2.1.9	30.205	341	223	6	58	389	82	416	2.15e-32	127
GCA_000008085-CALJACFG_02730	P50000|3.A.2.1.5	28.571	399	268	12	13	401	44	435	5.81e-32	125
GCA_000008085-CALJACFG_02730	A0ZW41|3.A.2.1.11	28.065	367	249	7	36	388	82	447	8.41e-32	126
GCA_000008085-CALJACFG_02730	P29707|3.A.2.1.2	27.381	336	239	4	58	389	74	408	1.02e-30	122
GCA_000008085-CALJACFG_02730	P00830|3.A.2.1.3	27.473	364	252	7	36	388	89	451	1.90e-30	122
GCA_000008085-CALJACFG_02730	A1B8P0|3.A.2.1.7	27.869	366	250	7	36	388	50	414	8.97e-30	119
GCA_000008085-CALJACFG_02730	P0ABB4|3.A.2.1.1	28.274	336	227	7	62	389	77	406	1.03e-28	116
GCA_000008085-CALJACFG_02730	BAK19948|3.A.2.1.10	27.441	379	235	9	58	406	85	453	2.09e-28	115
GCA_000008085-CALJACFG_02730	F8L1Z1|3.A.2.1.6	24.629	337	248	4	58	389	75	410	8.47e-28	114
GCA_000008085-CALJACFG_02730	P26465|3.A.6.2.1	27.299	348	230	10	70	405	117	453	5.33e-27	111
GCA_000008085-CALJACFG_02730	P0A1B9|3.A.6.1.3	26.316	361	239	9	4	345	16	368	1.74e-25	106
GCA_000008085-CALJACFG_02730	O84722|3.A.6.3.1	26.368	402	275	10	9	405	46	431	4.78e-25	105
GCA_000008085-CALJACFG_02730	F8L1Z3|3.A.2.1.6	27.778	396	269	11	13	397	44	433	1.04e-24	105
GCA_000008085-CALJACFG_02730	P0A1C1|3.A.6.1.2	24.524	420	285	11	4	401	16	425	2.84e-24	103
GCA_000008085-CALJACFG_02730	BAK19938|3.A.2.1.9	26.073	303	217	4	53	349	94	395	6.17e-24	102
GCA_000008085-CALJACFG_02730	Q60186|3.A.2.3.1	26.126	333	214	9	100	405	193	520	1.72e-23	102
GCA_000008085-CALJACFG_02730	O83541|3.A.2.3.3	27.811	338	201	13	100	405	207	533	4.08e-23	100
GCA_000008085-CALJACFG_02730	P50516|3.A.2.2.6	27.726	321	193	12	99	389	214	525	1.75e-22	99.0
GCA_000008085-CALJACFG_02730	P38606|3.A.2.2.4	27.726	321	193	12	99	389	214	525	2.01e-22	99.0
GCA_000008085-CALJACFG_03110	KZV12328|3.A.1.31.3	41.137	598	322	13	2	571	7	602	2.11e-148	439
GCA_000008085-CALJACFG_04250	D3E1Y6|3.A.2.3.2	26.988	415	239	13	106	462	257	665	6.63e-29	119
GCA_000008085-CALJACFG_04250	P43439|3.A.2.2.2	26.829	369	193	13	155	455	292	651	4.00e-23	101
GCA_000008085-CALJACFG_04390	Q8DQF8|3.A.1.122.20	51.101	227	103	4	2	221	3	228	7.41e-73	220
GCA_000008085-CALJACFG_04390	Q58206|3.A.1.122.14	54.018	224	90	5	3	214	1	223	9.30e-73	220
GCA_000008085-CALJACFG_04390	Q73MJ2|3.A.1.122.8	50.467	214	105	1	1	214	1	213	4.34e-72	218
GCA_000008085-CALJACFG_04390	O31711|3.A.1.122.2	48.182	220	106	3	3	215	1	219	2.00e-68	209
GCA_000008085-CALJACFG_04390	B8GHI2|3.A.1.122.21	47.511	221	105	4	3	214	15	233	5.55e-65	200
GCA_000008085-CALJACFG_04390	A0ZUB1|3.A.1.122.12	45.291	223	114	3	3	218	5	226	5.48e-62	204
GCA_000008085-CALJACFG_04390	Q8RKC1|3.A.1.122.3	46.637	223	110	5	3	217	1	222	1.01e-60	189
GCA_000008085-CALJACFG_04390	A8TDW7|3.A.1.122.7	46.818	220	109	3	3	215	51	269	3.56e-60	190
GCA_000008085-CALJACFG_04390	P75831|3.A.1.122.1	42.982	228	122	3	3	223	4	230	1.95e-59	197
GCA_000008085-CALJACFG_04390	Q8VUH2|3.A.1.134.2	42.584	209	116	2	10	215	15	222	1.42e-55	177
GCA_000008085-CALJACFG_04390	Q8TM30|3.A.1.122.6	45.226	199	104	3	18	212	20	217	7.53e-55	174
GCA_000008085-CALJACFG_04390	Q8Y5F0|3.A.1.134.12	39.910	223	125	4	3	217	4	225	1.11e-54	175
GCA_000008085-CALJACFG_04390	F2HM70|3.A.1.134.10	43.204	206	113	2	10	212	15	219	1.77e-54	174
GCA_000008085-CALJACFG_04390	Q8R8L8|3.A.1.140.2	42.793	222	120	5	3	219	1	220	1.29e-53	171
GCA_000008085-CALJACFG_04390	RDE13438|3.A.1.122.23	41.096	219	119	5	3	212	5	222	1.76e-53	171
GCA_000008085-CALJACFG_04390	WP_014397196|3.A.1.122.25	45.283	212	107	4	3	206	13	223	2.07e-53	171
GCA_000008085-CALJACFG_04390	Q9RL74|3.A.1.134.11	40.271	221	124	4	1	214	1	220	2.80e-53	171
GCA_000008085-CALJACFG_04390	OLS17115|3.A.1.122.24	45.933	209	108	3	10	214	18	225	7.06e-53	169
GCA_000008085-CALJACFG_04390	P54537|3.A.1.3.15	43.182	220	117	4	3	217	1	217	7.42e-53	169
GCA_000008085-CALJACFG_04390	Q8DQ77|3.A.1.134.4	38.914	221	125	3	1	212	20	239	1.27e-52	170
GCA_000008085-CALJACFG_04390	O34392|3.A.1.122.19	44.019	209	112	3	8	212	14	221	1.36e-52	169
GCA_000008085-CALJACFG_04390	O06980|3.A.1.134.5	41.410	227	122	4	1	217	1	226	1.37e-52	169
GCA_000008085-CALJACFG_04390	AKM80416|3.A.1.122.17	43.439	221	116	4	3	215	55	274	1.37e-52	170
GCA_000008085-CALJACFG_04390	N9J6M5|3.A.1.122.18	44.393	214	110	3	18	223	25	237	1.64e-52	178
GCA_000008085-CALJACFG_04390	O34697|3.A.1.134.3	41.518	224	122	4	1	216	1	223	2.80e-52	168
GCA_000008085-CALJACFG_04390	Q2J9P5|3.A.1.125.3	41.553	219	123	4	16	230	75	292	4.53e-52	173
GCA_000008085-CALJACFG_04390	OLS26559.1|3.A.1.125.6	44.196	224	113	6	3	217	468	688	6.09e-52	177
GCA_000008085-CALJACFG_04390	D6ZUW6|3.A.1.122.16	40.444	225	128	4	11	230	28	251	3.05e-51	166
GCA_000008085-CALJACFG_04390	P75957|3.A.1.125.1	41.463	205	113	4	18	217	24	226	4.27e-51	165
GCA_000008085-CALJACFG_04390	A6QEX0|3.A.1.134.7	40.724	221	122	5	2	217	8	224	1.51e-50	164
GCA_000008085-CALJACFG_04390	O53899|3.A.1.125.2	39.810	211	122	3	9	215	16	225	2.98e-50	163
GCA_000008085-CALJACFG_04390	P42423|3.A.1.134.6	39.640	222	126	5	3	217	4	224	1.67e-49	161
GCA_000008085-CALJACFG_04390	B3WEC1|3.A.1.134.9	38.739	222	126	4	3	215	4	224	1.89e-49	161
GCA_000008085-CALJACFG_04390	P0A9T8|3.A.1.122.15	40.000	210	121	3	9	214	16	224	3.15e-49	160
GCA_000008085-CALJACFG_04390	B1ZMU0|3.A.1.125.5	41.818	220	112	4	3	214	28	239	7.60e-49	159
GCA_000008085-CALJACFG_04390	P10346|3.A.1.3.2	40.455	220	123	3	3	217	1	217	8.79e-49	159
GCA_000008085-CALJACFG_04390	P37774|3.A.1.3.10	38.428	229	131	5	1	220	1	228	1.20e-48	159
GCA_000008085-CALJACFG_04390	A3MWP1|3.A.1.137.1	42.079	202	112	3	17	214	20	220	1.29e-48	159
GCA_000008085-CALJACFG_04390	Q03RZ6|3.A.1.122.13	42.035	226	123	3	1	219	1	225	1.46e-48	168
GCA_000008085-CALJACFG_04390	H2GZC3|3.A.1.122.11	43.137	204	108	3	14	215	21	218	1.32e-47	155
GCA_000008085-CALJACFG_04390	Q52815|3.A.1.3.8	40.845	213	118	4	11	218	25	234	3.45e-47	155
GCA_000008085-CALJACFG_04390	OLS26560|3.A.1.125.6	40.889	225	121	5	3	217	5	227	3.84e-47	155
GCA_000008085-CALJACFG_04390	Q9F444|3.A.1.134.1	42.411	224	114	7	1	214	1	219	5.68e-47	154
GCA_000008085-CALJACFG_04390	W7IGC2|3.A.1.140.4	39.462	223	127	5	3	219	1	221	2.13e-46	152
GCA_000008085-CALJACFG_04390	B3WF86|3.A.1.134.8	36.889	225	133	4	1	217	1	224	4.86e-46	152
GCA_000008085-CALJACFG_04390	Q6MGV5|3.A.1.137.2	40.099	202	117	3	18	218	26	224	9.43e-46	151
GCA_000008085-CALJACFG_04390	P0A4W2|3.A.1.6.3	41.148	209	111	4	11	214	14	215	2.13e-45	154
GCA_000008085-CALJACFG_04390	KKK40844|3.A.1.122.22	38.571	210	123	4	10	215	19	226	2.64e-45	150
GCA_000008085-CALJACFG_04390	P39456|3.A.1.3.14	37.281	228	134	3	3	223	1	226	9.03e-45	149
GCA_000008085-CALJACFG_04390	Q9I405|3.A.1.3.22	37.611	226	131	5	3	222	1	222	1.02e-44	149
GCA_000008085-CALJACFG_04390	P0AAF6|3.A.1.3.3	39.819	221	125	4	4	217	3	222	1.85e-44	148
GCA_000008085-CALJACFG_04390	Q9F3K7|3.A.1.3.24	36.792	212	119	3	3	201	4	213	3.25e-44	148
GCA_000008085-CALJACFG_04390	P69874|3.A.1.11.1	39.111	225	125	4	3	222	17	234	8.96e-44	150
GCA_000008085-CALJACFG_04390	Q9HU32|3.A.1.3.23	37.778	225	123	6	3	212	7	229	1.34e-43	146
GCA_000008085-CALJACFG_04390	P45769|3.A.1.3.26	36.726	226	127	5	3	219	12	230	1.75e-43	146
GCA_000008085-CALJACFG_04390	Q52666|3.A.1.3.7	37.557	221	130	4	3	218	22	239	4.71e-43	145
GCA_000008085-CALJACFG_04390	B8F898|3.A.1.3.28	40.580	207	113	3	3	200	1	206	8.66e-43	144
GCA_000008085-CALJACFG_04390	P0A9R7|3.A.1.140.1	36.866	217	130	5	3	214	1	215	8.73e-43	143
GCA_000008085-CALJACFG_04390	P48243|3.A.1.3.9	38.914	221	127	4	3	218	1	218	9.10e-43	144
GCA_000008085-CALJACFG_04390	P30750|3.A.1.24.1	34.498	229	139	5	3	222	1	227	1.85e-42	145
GCA_000008085-CALJACFG_04390	C1C6A0|3.A.1.140.6	35.242	227	140	5	1	222	1	225	2.15e-42	142
GCA_000008085-CALJACFG_04390	P35116|3.A.1.3.6	38.009	221	124	5	7	214	11	231	2.94e-42	143
GCA_000008085-CALJACFG_04390	O50296|3.A.1.114.1	40.385	208	117	4	18	220	25	230	4.87e-42	142
GCA_000008085-CALJACFG_04390	O32169|3.A.1.24.2	36.697	218	131	5	10	222	12	227	1.00e-41	144
GCA_000008085-CALJACFG_04390	Q04MS6|3.A.1.24.6	40.171	234	123	8	3	222	5	235	2.21e-41	143
GCA_000008085-CALJACFG_04390	Q1M7Q1|3.A.1.11.6	38.710	217	119	5	4	214	6	214	3.58e-41	143
GCA_000008085-CALJACFG_04390	P0A2V2|3.A.1.3.5	34.335	233	140	3	3	222	8	240	3.95e-41	140
GCA_000008085-CALJACFG_04390	B2J284|3.A.1.140.3	38.647	207	121	4	6	208	34	238	5.76e-41	139
GCA_000008085-CALJACFG_04390	P16676|3.A.1.6.1	38.326	227	120	6	4	219	3	220	6.74e-41	142
GCA_000008085-CALJACFG_04390	P73721|3.A.1.3.12	35.808	229	141	4	3	226	8	235	9.51e-41	139
GCA_000008085-CALJACFG_04390	O34900|3.A.1.3.13	35.371	229	142	2	3	226	1	228	1.28e-40	139
GCA_000008085-CALJACFG_04390	Q45460|3.A.1.12.3	40.724	221	119	7	3	216	1	216	1.72e-40	141
GCA_000008085-CALJACFG_04390	Q7A3X3|3.A.1.122.4	43.069	202	107	4	18	214	21	219	1.76e-40	137
GCA_000008085-CALJACFG_04390	Q8K8K8|3.A.1.24.3	39.910	223	122	6	10	222	16	236	2.04e-40	140
GCA_000008085-CALJACFG_04390	P0AAG3|3.A.1.3.4	37.557	221	130	4	3	218	1	218	2.40e-40	137
GCA_000008085-CALJACFG_04390	A3ZI83|3.A.1.3.16	38.288	222	127	5	3	218	1	218	2.83e-40	137
GCA_000008085-CALJACFG_04390	Q9CES4|3.A.1.3.25	38.636	220	125	5	9	222	12	227	3.30e-40	137
GCA_000008085-CALJACFG_04390	Q97UY8|3.A.1.1.13	37.379	206	122	4	16	216	18	221	9.86e-40	139
GCA_000008085-CALJACFG_04390	Q88NY5|3.A.1.3.19	37.281	228	133	6	1	222	11	234	2.93e-39	135
GCA_000008085-CALJACFG_04390	A3N296|3.A.1.20.3	38.710	217	121	4	4	215	6	215	4.35e-39	137
GCA_000008085-CALJACFG_04390	P16677|3.A.1.9.1	35.294	238	134	7	3	222	4	239	7.43e-39	134
GCA_000008085-CALJACFG_04390	O34992|3.A.1.12.4	39.819	221	121	7	3	216	1	216	1.19e-38	137
GCA_000008085-CALJACFG_04390	Q9HT70|3.A.1.24.5	34.978	223	133	6	3	215	1	221	1.36e-38	135
GCA_000008085-CALJACFG_04390	Q8NSN2|3.A.1.24.4	34.685	222	133	6	4	215	25	244	6.39e-38	134
GCA_000008085-CALJACFG_04390	A1JLH0|3.A.1.10.5	34.728	239	138	7	1	230	1	230	1.37e-37	133
GCA_000008085-CALJACFG_04390	P21410|3.A.1.10.1	36.364	220	128	6	1	214	1	214	4.69e-37	132
GCA_000008085-CALJACFG_04390	I3D120|3.A.1.140.5	39.011	182	106	3	18	196	17	196	1.12e-36	127
GCA_000008085-CALJACFG_04390	Q839D4|3.A.1.26.10	40.553	217	111	7	18	222	22	232	1.16e-36	129
GCA_000008085-CALJACFG_04390	Q839D4|3.A.1.26.7	40.553	217	111	7	18	222	22	232	1.16e-36	129
GCA_000008085-CALJACFG_04390	P46920|3.A.1.12.2	38.967	213	124	4	9	216	39	250	3.59e-36	130
GCA_000008085-CALJACFG_04390	Q9RQ06|3.A.1.12.5	40.299	201	114	4	21	216	46	245	4.26e-36	130
GCA_000008085-CALJACFG_04390	Q8R9L8|3.A.1.33.1	35.897	234	124	7	2	214	292	520	4.76e-36	132
GCA_000008085-CALJACFG_04390	Q8R9L8|3.A.1.33.1	33.632	223	131	7	11	222	18	234	4.47e-27	107
GCA_000008085-CALJACFG_04390	C0LZR9|3.A.1.17.5	36.036	222	123	5	1	213	1	212	5.62e-36	127
GCA_000008085-CALJACFG_04390	Q44383|3.A.1.11.3	37.220	223	126	6	4	220	44	258	9.19e-36	129
GCA_000008085-CALJACFG_04390	Q8ZPK4|3.A.1.12.14	36.170	235	132	8	3	225	1	229	1.06e-35	129
GCA_000008085-CALJACFG_04390	O05347|3.A.1.16.2	37.441	211	113	5	10	212	39	238	1.14e-35	127
GCA_000008085-CALJACFG_04390	Q9I488|3.A.1.3.21	37.209	215	127	5	3	212	1	212	1.82e-35	125
GCA_000008085-CALJACFG_04390	Q8YRV8|3.A.1.16.4	38.356	219	111	7	4	212	10	214	2.10e-35	125
GCA_000008085-CALJACFG_04390	Q9X272|3.A.1.5.15	36.538	208	125	5	16	216	30	237	2.92e-35	126
GCA_000008085-CALJACFG_04390	Q8TZQ3|3.A.1.1.16	33.333	228	145	5	1	223	1	226	3.84e-35	127
GCA_000008085-CALJACFG_04390	Q93A35|3.A.1.12.8	37.768	233	130	9	3	226	1	227	5.00e-35	126
GCA_000008085-CALJACFG_04390	Q9KLQ5|3.A.1.20.2	35.648	216	127	4	6	216	9	217	5.16e-35	126
GCA_000008085-CALJACFG_04390	Q9WXT0|3.A.1.5.13	35.185	216	129	7	12	216	20	235	5.96e-35	125
